nid,"	 ts","	 hum","	 light","	 mode","	 noise","	 press","	 steps","	 temp","	 mac","	 lat","	 lon",ac
200001,1439813447,34,18472,2,89,100316,998,998,NaN,1.3298017,103.8062975,NaN
200001,1439813457,36,18663,1,93,100322,1003,1003,NaN,1.3298017,103.8062975,NaN
200001,1439813467,36,18645,1,99,100340,1030,1030,NaN,1.3298017,103.8062975,NaN
200001,1439813477,36,18839,1,102,100347,1052,1052,NaN,1.3298017,103.8062975,NaN
200001,1439813987,37,18812,2,98,100397,1058,1058,NaN,1.3298017,103.8062975,NaN
200001,1439813997,36,18872,0,92,100392,1059,1059,NaN,1.3298017,103.8062975,NaN
200001,1439814007,36,18922,2,92,100400,1074,1074,NaN,1.3298017,103.8062975,NaN
200001,1439814465,34,18906,2,91,100432,1089,1089,NaN,1.3298017,103.8062975,NaN
200001,1439815026,35,18829,1,101,100467,1102,1102,NaN,1.3298017,103.8062975,NaN
200001,1439815036,34,18940,2,101,100418,1106,1106,NaN,1.3298017,103.8062975,NaN
200001,1439815046,34,19083,1,102,100372,1127,1127,NaN,1.3298017,103.8062975,NaN
200001,1439815056,32,19130,0,97,100366,1153,1153,NaN,1.3298017,103.8062975,NaN
200001,1439815066,31,19129,3,99,100330,1160,1160,NaN,1.3298017,103.8062975,NaN
200001,1439815076,31,18970,0,99,100376,1166,1166,NaN,1.3298017,103.8062975,NaN
200001,1439815547,33,19089,1,92,100417,1185,1185,NaN,1.3298017,103.8062975,NaN
200001,1439815557,34,19109,3,84,100455,1193,1193,NaN,1.3298017,103.8062975,NaN
200001,1439815785,34,19168,1,80,100420,1216,1216,NaN,1.3298017,103.8062975,NaN
200001,1439815795,35,19200,2,85,100415,1245,1245,NaN,1.3298017,103.8062975,NaN
200001,1439815805,36,19133,3,95,100455,1247,1247,NaN,1.3298017,103.8062975,NaN
200001,1439815815,37,19179,2,102,100471,1272,1272,NaN,1.3298017,103.8062975,NaN
200001,1439815825,37,19332,0,101,100491,1291,1291,NaN,1.3298017,103.8062975,NaN
200001,1439816262,38,19393,2,108,100503,1312,1312,NaN,1.3298017,103.8062975,NaN
200001,1439816777,39,19357,3,106,100492,1333,1333,NaN,1.3298017,103.8062975,NaN
200001,1439817081,40,19523,1,104,100462,1344,1344,NaN,1.3298017,103.8062975,NaN
200001,1439817091,41,19546,3,96,100497,1360,1360,NaN,1.3298017,103.8062975,NaN
200001,1439817101,42,19365,1,102,100503,1386,1386,NaN,1.3298017,103.8062975,NaN
200001,1439817111,40,19342,2,95,100539,1386,1386,NaN,1.3298017,103.8062975,NaN
200001,1439817121,39,19180,3,101,100561,1409,1409,NaN,1.3298017,103.8062975,NaN
200001,1439817131,41,19368,1,98,100550,1426,1426,NaN,1.3298017,103.8062975,NaN
200001,1439817141,39,19466,1,90,100561,1450,1450,NaN,1.3298017,103.8062975,NaN
200001,1439817622,38,19443,2,98,100512,1470,1470,NaN,1.3298017,103.8062975,NaN
200001,1439817750,40,19628,2,100,100511,1500,1500,NaN,1.3298017,103.8062975,NaN
200001,1439818079,39,19793,0,100,100510,1503,1503,NaN,1.3298017,103.8062975,NaN
200001,1439818210,40,19677,1,108,100468,1531,1531,NaN,1.3298017,103.8062975,NaN
200001,1439818264,39,19534,0,104,100518,1557,1557,NaN,1.3298017,103.8062975,NaN
200001,1439818274,38,19603,2,103,100510,1563,1563,NaN,1.3298017,103.8062975,NaN
200001,1439818284,37,19667,0,103,100461,1580,1580,NaN,1.3298017,103.8062975,NaN
200001,1439818294,35,19820,3,94,100449,1594,1594,NaN,1.3298017,103.8062975,NaN
200001,1439818304,34,19761,2,103,100421,1600,1600,NaN,1.3298017,103.8062975,NaN
200001,1439818559,35,19825,2,112,100382,1613,1613,NaN,1.3298017,103.8062975,NaN
200001,1439818569,36,19839,3,109,100400,1638,1638,NaN,1.3298017,103.8062975,NaN
200001,1439818996,35,19702,1,115,100389,1666,1666,NaN,1.3298017,103.8062975,NaN
200001,1439819450,35,19593,2,107,100420,1693,1693,NaN,1.3298017,103.8062975,NaN
200001,1439819460,36,19635,2,103,100442,1708,1708,NaN,1.3298017,103.8062975,NaN
200001,1439819577,37,19723,3,113,100413,1709,1709,NaN,1.3298017,103.8062975,NaN
200001,1439819587,39,19701,1,112,100390,1729,1729,NaN,1.3298017,103.8062975,NaN
200001,1439819597,40,19528,0,111,100413,1737,1737,NaN,1.3298017,103.8062975,NaN
200001,1439819607,41,19613,2,110,100373,1738,1738,NaN,1.3298017,103.8062975,NaN
200001,1439820039,42,19677,2,105,100354,1740,1740,NaN,1.3298017,103.8062975,NaN
200001,1439820049,42,19756,0,104,100403,1747,1747,NaN,1.3298017,103.8062975,NaN
200001,1439820175,40,19560,2,100,100412,1757,1757,NaN,1.3298017,103.8062975,NaN
200001,1439820185,41,19725,2,103,100451,1766,1766,NaN,1.3298017,103.8062975,NaN
200001,1439820330,42,19692,1,93,100488,1766,1766,NaN,1.3298017,103.8062975,NaN
200001,1439820413,42,19869,3,98,100515,1782,1782,NaN,1.3298017,103.8062975,NaN
200001,1439820423,41,19995,3,96,100530,1812,1812,NaN,1.3298017,103.8062975,NaN
200001,1439820523,39,19887,3,86,100551,1830,1830,NaN,1.3298017,103.8062975,NaN
200001,1439820533,37,19702,0,88,100504,1840,1840,NaN,1.3298017,103.8062975,NaN
200001,1439820543,36,19882,3,78,100546,1866,1866,NaN,1.3298017,103.8062975,NaN
200001,1439821104,34,19927,2,81,100500,1877,1877,NaN,1.3298017,103.8062975,NaN
200001,1439821114,34,19837,0,81,100520,1894,1894,NaN,1.3298017,103.8062975,NaN
200001,1439821624,33,19873,2,81,100494,1909,1909,NaN,1.3298017,103.8062975,NaN
200001,1439821634,34,19827,0,74,100467,1923,1923,NaN,1.3298017,103.8062975,NaN
200001,1439822220,34,19787,2,78,100482,1935,1935,NaN,1.3298017,103.8062975,NaN
200001,1439822230,35,19888,2,71,100491,1954,1954,NaN,1.3298017,103.8062975,NaN
200001,1439822240,36,19910,1,68,100493,1959,1959,NaN,1.3298017,103.8062975,NaN
200001,1439822250,37,19874,3,59,100538,1977,1977,NaN,1.3298017,103.8062975,NaN
200001,1439822712,38,19863,2,53,100583,2001,2001,NaN,1.3298017,103.8062975,NaN
200001,1439822722,39,19969,3,54,100572,2006,2006,NaN,1.3298017,103.8062975,NaN
200001,1439823065,38,19833,1,44,100606,2018,2018,NaN,1.3298017,103.8062975,NaN
200001,1439823075,38,19850,2,47,100563,2021,2021,NaN,1.3298017,103.8062975,NaN
200001,1439823116,38,19810,3,37,100517,2029,2029,NaN,1.3298017,103.8062975,NaN
200001,1439823126,37,19809,1,40,100521,2033,2033,NaN,1.3298017,103.8062975,NaN
200001,1439823396,37,19895,0,38,100535,2051,2051,NaN,1.3298017,103.8062975,NaN
200001,1439823406,37,19778,0,30,100564,2076,2076,NaN,1.3298017,103.8062975,NaN
200001,1439823847,38,19683,2,21,100561,2104,2104,NaN,1.3298017,103.8062975,NaN
200001,1439823857,40,19866,3,24,100583,2127,2127,NaN,1.3298017,103.8062975,NaN
200001,1439824077,39,19983,2,33,100541,2133,2133,NaN,1.3298017,103.8062975,NaN
200001,1439824087,39,20014,2,41,100547,2161,2161,NaN,1.3298017,103.8062975,NaN
200001,1439824400,41,20044,2,34,100565,2172,2172,NaN,1.3298017,103.8062975,NaN
200001,1439824802,40,20211,0,36,100560,2173,2173,NaN,1.3298017,103.8062975,NaN
200001,1439825212,41,20067,3,30,100570,2176,2176,NaN,1.3298017,103.8062975,NaN
200001,1439825663,40,20059,0,21,100592,2202,2202,NaN,1.3298017,103.8062975,NaN
200001,1439825673,41,20060,1,14,100606,2208,2208,NaN,1.3298017,103.8062975,NaN
200001,1439826263,40,20233,3,21,100646,2233,2233,NaN,1.3298017,103.8062975,NaN
200001,1439826273,40,20232,1,20,100686,2246,2246,NaN,1.3298017,103.8062975,NaN
200001,1439826283,39,20303,3,18,100649,2259,2259,NaN,1.3298017,103.8062975,NaN
200001,1439826293,39,20204,2,24,100679,2260,2260,NaN,1.3298017,103.8062975,NaN
200001,1439826336,38,20156,3,18,100715,2286,2286,NaN,1.3298017,103.8062975,NaN
200001,1439826346,38,20055,0,18,100740,2288,2288,NaN,1.3298017,103.8062975,NaN
200001,1439826891,39,20032,3,20,100777,2302,2302,NaN,1.3298017,103.8062975,NaN
200001,1439827096,40,20029,2,24,100805,2319,2319,NaN,1.3298017,103.8062975,NaN
200001,1439827617,41,19850,0,34,100762,2326,2326,NaN,1.3298017,103.8062975,NaN
200001,1439827627,41,19837,2,26,100774,2354,2354,NaN,1.3298017,103.8062975,NaN
200001,1439827637,42,19999,4,30,100734,2378,2378,NaN,1.329799301,103.8062787,NaN
200001,1439827647,42,19894,4,25,100688,2397,2397,NaN,1.329795302,103.8062877,NaN
200001,1439827657,40,19869,4,24,100694,2410,2410,NaN,1.329791302,103.8062967,NaN
200001,1439827667,40,19869,4,20,100715,2429,2429,NaN,1.329787303,103.8063057,NaN
200001,1439827677,39,19711,4,16,100706,2446,2446,NaN,1.329783304,103.8063147,NaN
200001,1439827687,41,19640,4,7,100685,2465,2465,NaN,1.329779304,103.8063237,NaN
200001,1439827697,42,19769,4,10,100660,2493,2493,NaN,1.329775305,103.8063327,NaN
200001,1439827707,41,19597,4,15,100650,2513,2513,NaN,1.329771306,103.8063417,NaN
200001,1439827717,42,19649,4,24,100629,2522,2522,NaN,1.329767306,103.8063507,NaN
200001,1439827727,41,19714,4,29,100617,2548,2548,NaN,1.329763307,103.8063597,NaN
200001,1439827737,40,19528,4,32,100633,2570,2570,NaN,1.329759307,103.8063687,NaN
200001,1439827747,39,19444,4,40,100670,2577,2577,NaN,1.329755308,103.8063777,NaN
200001,1439827757,41,19628,4,35,100647,2579,2579,NaN,1.329751309,103.8063867,NaN
200001,1439827767,40,19810,4,38,100647,2589,2589,NaN,1.329747309,103.8063957,NaN
200001,1439827777,42,19837,4,41,100659,2618,2618,NaN,1.32974331,103.8064047,NaN
200001,1439827787,42,19813,4,43,100644,2639,2639,NaN,1.32973931,103.8064137,NaN
200001,1439827797,41,19703,4,45,100611,2657,2657,NaN,1.329735311,103.8064227,NaN
200001,1439827807,43,19583,4,38,100644,2677,2677,NaN,1.329731311,103.8064317,NaN
200001,1439827817,43,19557,4,32,100678,2694,2694,NaN,1.329727311,103.8064407,NaN
200001,1439827827,43,19737,4,39,100710,2707,2707,NaN,1.329723312,103.8064497,NaN
200001,1439827837,42,19670,4,43,100694,2728,2728,NaN,1.329719312,103.8064587,NaN
200001,1439827847,41,19726,4,36,100674,2757,2757,NaN,1.329715313,103.8064677,NaN
200001,1439827857,42,19746,4,26,100641,2786,2786,NaN,1.329711313,103.8064767,NaN
200001,1439827867,42,19801,4,32,100641,2796,2796,NaN,1.329707313,103.8064857,NaN
200001,1439827877,41,19837,4,41,100610,2802,2802,NaN,1.329703314,103.8064947,NaN
200001,1439827887,41,19754,4,44,100563,2821,2821,NaN,1.329699314,103.8065037,NaN
200001,1439827897,43,19803,4,43,100588,2847,2847,NaN,1.329695314,103.8065127,NaN
200001,1439827907,45,19920,4,37,100633,2876,2876,NaN,1.329691314,103.8065217,NaN
200001,1439827917,44,19767,4,42,100653,2885,2885,NaN,1.329687315,103.8065307,NaN
200001,1439827927,45,19754,4,44,100621,2912,2912,NaN,1.329683315,103.8065397,NaN
200001,1439827937,45,19674,4,45,100606,2929,2929,NaN,1.329679315,103.8065487,NaN
200001,1439827947,44,19579,4,43,100578,2950,2950,NaN,1.329675315,103.8065577,NaN
200001,1439827957,43,19627,4,46,100550,2963,2963,NaN,1.329671315,103.8065667,NaN
200001,1439827967,45,19683,4,54,100571,2963,2963,NaN,1.329667316,103.8065757,NaN
200001,1439827977,44,19536,4,51,100551,2966,2966,NaN,1.329663316,103.8065847,NaN
200001,1439827987,44,19527,4,56,100565,2991,2991,NaN,1.329659316,103.8065937,NaN
200001,1439827997,43,19668,4,51,100590,3016,3016,NaN,1.329655316,103.8066027,NaN
200001,1439828007,43,19741,4,57,100639,3039,3039,NaN,1.329651316,103.8066116,NaN
200001,1439828017,43,19668,4,51,100682,3044,3044,NaN,1.329647316,103.8066206,NaN
200001,1439828027,41,19615,4,41,100651,3054,3054,NaN,1.329643316,103.8066296,NaN
200001,1439828037,40,19599,4,40,100656,3076,3076,NaN,1.329639316,103.8066386,NaN
200001,1439828047,42,19761,4,44,100637,3089,3089,NaN,1.329635316,103.8066476,NaN
200001,1439828057,41,19756,4,48,100626,3104,3104,NaN,1.329631316,103.8066566,NaN
200001,1439828067,40,19953,4,47,100648,3131,3131,NaN,1.329627316,103.8066656,NaN
200001,1439828077,38,19778,4,48,100683,3153,3153,NaN,1.329623316,103.8066746,NaN
200001,1439828087,38,19700,4,46,100682,3172,3172,NaN,1.329619316,103.8066836,NaN
200001,1439828097,37,19585,4,48,100670,3195,3195,NaN,1.329615316,103.8066926,NaN
200001,1439828107,38,19574,4,42,100639,3220,3220,NaN,1.329611316,103.8067016,NaN
200001,1439828117,38,19463,4,38,100646,3243,3243,NaN,1.329607316,103.8067105,NaN
200001,1439828127,37,19444,4,44,100629,3268,3268,NaN,1.329603315,103.8067195,NaN
200001,1439828137,39,19515,4,42,100616,3282,3282,NaN,1.329599315,103.8067285,NaN
200001,1439828147,40,19677,4,47,100579,3311,3311,NaN,1.329595315,103.8067375,NaN
200001,1439828157,41,19836,4,53,100537,3334,3334,NaN,1.329591315,103.8067465,NaN
200001,1439828167,40,19943,4,60,100529,3344,3344,NaN,1.329587315,103.8067555,NaN
200001,1439828177,39,19924,4,51,100509,3354,3354,NaN,1.329583314,103.8067645,NaN
200001,1439828187,37,19838,4,54,100528,3360,3360,NaN,1.329579314,103.8067735,NaN
200001,1439828197,38,19944,4,52,100543,3380,3380,NaN,1.329575314,103.8067824,NaN
200001,1439828207,38,19875,4,49,100524,3409,3409,NaN,1.329571314,103.8067914,NaN
200001,1439828217,39,19782,4,50,100525,3419,3419,NaN,1.329567313,103.8068004,NaN
200001,1439828227,38,19947,4,46,100512,3444,3444,NaN,1.329563313,103.8068094,NaN
200001,1439828237,40,19875,4,39,100510,3444,3444,NaN,1.329559313,103.8068184,NaN
200001,1439828247,39,19875,4,34,100506,3455,3455,NaN,1.329555312,103.8068274,NaN
200001,1439828257,40,19789,4,39,100485,3456,3456,NaN,1.329551312,103.8068364,NaN
200001,1439828267,39,19988,4,30,100495,3472,3472,NaN,1.329547311,103.8068454,NaN
200001,1439828277,37,20114,4,38,100521,3474,3474,NaN,1.329543311,103.8068543,NaN
200001,1439828287,37,20311,4,40,100551,3479,3479,NaN,1.32953931,103.8068633,NaN
200001,1439828297,37,20167,4,50,100510,3499,3499,NaN,1.32953531,103.8068723,NaN
200001,1439828307,39,20323,4,60,100485,3518,3518,NaN,1.329531309,103.8068813,NaN
200001,1439828317,40,20261,4,53,100501,3539,3539,NaN,1.329527309,103.8068903,NaN
200001,1439828327,41,20077,4,50,100514,3569,3569,NaN,1.329523308,103.8068993,NaN
200001,1439828337,42,20091,4,48,100487,3574,3574,NaN,1.329519308,103.8069082,NaN
200001,1439828347,41,20052,4,39,100504,3593,3593,NaN,1.329515307,103.8069172,NaN
200001,1439828357,40,20028,4,30,100474,3621,3621,NaN,1.329511307,103.8069262,NaN
200001,1439828367,39,20144,4,34,100438,3630,3630,NaN,1.329507306,103.8069352,NaN
200001,1439828377,38,20341,4,40,100425,3638,3638,NaN,1.329503306,103.8069442,NaN
200001,1439828387,38,20431,4,36,100430,3641,3641,NaN,1.329499305,103.8069531,NaN
200001,1439828397,39,20439,4,44,100445,3653,3653,NaN,1.329495304,103.8069621,NaN
200001,1439828407,39,20425,4,52,100423,3664,3664,NaN,1.329491304,103.8069711,NaN
200001,1439828417,40,20341,4,44,100408,3686,3686,NaN,1.329487303,103.8069801,NaN
200001,1439828427,40,20298,4,41,100405,3713,3713,NaN,1.329483302,103.8069891,NaN
200001,1439828437,39,20124,4,49,100361,3739,3739,NaN,1.329479301,103.8069981,NaN
200001,1439828447,41,20172,4,58,100336,3754,3754,NaN,1.329475301,103.807007,NaN
200001,1439828457,41,20279,4,59,100350,3783,3783,NaN,1.3294713,103.807016,NaN
200001,1439828467,43,20188,4,57,100363,3807,3807,NaN,1.329467299,103.807025,NaN
200001,1439828477,43,20078,4,58,100373,3830,3830,NaN,1.329463298,103.807034,NaN
200001,1439828487,44,20032,4,55,100363,3857,3857,NaN,1.329459297,103.8070429,NaN
200001,1439828497,44,19984,4,59,100390,3879,3879,NaN,1.329455297,103.8070519,NaN
200001,1439828507,44,19891,4,62,100401,3895,3895,NaN,1.329451296,103.8070609,NaN
200001,1439828517,45,20011,4,65,100444,3907,3907,NaN,1.329447295,103.8070699,NaN
200001,1439828527,44,20076,4,60,100439,3910,3910,NaN,1.329443294,103.8070789,NaN
200001,1439828537,46,20218,4,57,100409,3931,3931,NaN,1.329439293,103.8070878,NaN
200001,1439828547,48,20253,4,61,100426,3932,3932,NaN,1.329435292,103.8070968,NaN
200001,1439828557,47,20055,4,65,100469,3960,3960,NaN,1.329431291,103.8071058,NaN
200001,1439828567,45,20093,4,61,100465,3962,3962,NaN,1.32942729,103.8071148,NaN
200001,1439828577,46,20264,4,55,100441,3986,3986,NaN,1.329423289,103.8071237,NaN
200001,1439828587,44,20157,4,61,100456,3986,3986,NaN,1.329419288,103.8071327,NaN
200001,1439828597,43,20227,4,53,100414,3989,3989,NaN,1.329415287,103.8071417,NaN
200001,1439828607,43,20329,4,52,100432,4018,4018,NaN,1.329411286,103.8071507,NaN
200001,1439828617,43,20171,4,52,100439,4046,4046,NaN,1.329407285,103.8071596,NaN
200001,1439828627,42,20363,4,59,100396,4050,4050,NaN,1.329403284,103.8071686,NaN
200001,1439828637,40,20457,4,66,100434,4054,4054,NaN,1.329399283,103.8071776,NaN
200001,1439828647,39,20547,4,57,100454,4057,4057,NaN,1.329395282,103.8071866,NaN
200001,1439828657,40,20662,4,57,100467,4079,4079,NaN,1.329391281,103.8071955,NaN
200001,1439828667,39,20487,4,64,100507,4109,4109,NaN,1.329387279,103.8072045,NaN
200001,1439828677,41,20582,4,69,100540,4134,4134,NaN,1.329383278,103.8072135,NaN
200001,1439828687,40,20744,4,65,100589,4149,4149,NaN,1.329379277,103.8072225,NaN
200001,1439828697,39,20839,4,60,100614,4169,4169,NaN,1.329375276,103.8072314,NaN
200001,1439828707,38,20975,4,58,100604,4180,4180,NaN,1.329371275,103.8072404,NaN
200001,1439828717,37,20801,4,52,100565,4190,4190,NaN,1.329367273,103.8072494,NaN
200001,1439828727,38,20795,4,48,100516,4220,4220,NaN,1.329363272,103.8072583,NaN
200001,1439828737,39,20955,4,43,100523,4231,4231,NaN,1.329359271,103.8072673,NaN
200001,1439828747,39,20834,4,49,100520,4234,4234,NaN,1.329355269,103.8072763,NaN
200001,1439828757,37,20642,4,45,100472,4236,4236,NaN,1.329351268,103.8072853,NaN
200001,1439828767,39,20647,4,51,100423,4265,4265,NaN,1.329347267,103.8072942,NaN
200001,1439828777,39,20478,4,54,100463,4281,4281,NaN,1.329343265,103.8073032,NaN
200001,1439828787,40,20463,4,56,100440,4282,4282,NaN,1.329339264,103.8073122,NaN
200001,1439828797,42,20326,4,58,100430,4305,4305,NaN,1.329335263,103.8073211,NaN
200001,1439828807,42,20422,4,62,100410,4311,4311,NaN,1.329331261,103.8073301,NaN
200001,1439828817,42,20350,4,52,100438,4322,4322,NaN,1.32932726,103.8073391,NaN
200001,1439828827,42,20411,4,57,100411,4336,4336,NaN,1.329323258,103.807348,NaN
200001,1439828837,43,20308,4,64,100393,4363,4363,NaN,1.329319257,103.807357,NaN
200001,1439828847,44,20274,4,62,100430,4367,4367,NaN,1.329315255,103.807366,NaN
200001,1439828857,45,20204,4,55,100411,4390,4390,NaN,1.329311254,103.807375,NaN
200001,1439828867,46,20206,4,59,100368,4417,4417,NaN,1.329307252,103.8073839,NaN
200001,1439828877,45,20128,4,64,100386,4420,4420,NaN,1.329303251,103.8073929,NaN
200001,1439828887,45,20050,4,62,100365,4443,4443,NaN,1.329299249,103.8074019,NaN
200001,1439828897,45,19999,4,67,100370,4462,4462,NaN,1.329295247,103.8074108,NaN
200001,1439828907,46,20056,4,76,100358,4476,4476,NaN,1.329291246,103.8074198,NaN
200001,1439828917,45,20142,4,79,100335,4481,4481,NaN,1.329287244,103.8074288,NaN
200001,1439828927,44,20143,4,84,100351,4503,4503,NaN,1.329283243,103.8074377,NaN
200001,1439828937,44,20143,4,76,100369,4512,4512,NaN,1.329279241,103.8074467,NaN
200001,1439828947,44,20190,4,68,100405,4513,4513,NaN,1.329275239,103.8074556,NaN
200001,1439828957,43,20374,4,64,100421,4535,4535,NaN,1.329271238,103.8074646,NaN
200001,1439828967,41,20257,4,68,100466,4547,4547,NaN,1.329267236,103.8074736,NaN
200001,1439828977,42,20282,4,62,100467,4552,4552,NaN,1.329263234,103.8074825,NaN
200001,1439828987,42,20320,4,54,100422,4566,4566,NaN,1.329259232,103.8074915,NaN
200001,1439828997,44,20392,4,59,100386,4568,4568,NaN,1.329255231,103.8075005,NaN
200001,1439829007,43,20352,4,66,100393,4585,4585,NaN,1.329251229,103.8075094,NaN
200001,1439829017,41,20221,4,69,100365,4609,4609,NaN,1.329247227,103.8075184,NaN
200001,1439829027,40,20100,4,78,100315,4631,4631,NaN,1.329243225,103.8075274,NaN
200001,1439829037,39,20028,4,85,100335,4639,4639,NaN,1.329239223,103.8075363,NaN
200001,1439829047,40,20152,4,85,100297,4654,4654,NaN,1.329235221,103.8075453,NaN
200001,1439829057,40,20232,4,83,100284,4682,4682,NaN,1.329231219,103.8075542,NaN
200001,1439829067,41,20121,4,84,100245,4688,4688,NaN,1.329227218,103.8075632,NaN
200001,1439829077,42,20038,4,89,100233,4697,4697,NaN,1.329223216,103.8075722,NaN
200001,1439829087,44,20158,4,95,100245,4704,4704,NaN,1.329219214,103.8075811,NaN
200001,1439829097,43,20151,4,103,100229,4705,4705,NaN,1.329215212,103.8075901,NaN
200001,1439829107,42,20097,4,103,100228,4713,4713,NaN,1.32921121,103.8075991,NaN
200001,1439829117,41,20230,4,104,100184,4743,4743,NaN,1.329207208,103.807608,NaN
200001,1439829127,42,20294,4,105,100227,4747,4747,NaN,1.329203206,103.807617,NaN
200001,1439829137,44,20154,4,100,100260,4750,4750,NaN,1.329199204,103.8076259,NaN
200001,1439829147,45,19965,4,110,100229,4753,4753,NaN,1.329195202,103.8076349,NaN
